kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,status_pencemaran_air,tahun,id
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081004.0,SITUSARI,32.13.27,DAWUAN,32.13.27.2004,SITUSARI,TIDAK ADA,2019.0,4348
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081008.0,DAWUAN KALER,32.13.27,DAWUAN,32.13.27.2005,DAWUAN KALER,TIDAK ADA,2019.0,4349
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081007.0,DAWUAN KIDUL,32.13.27,DAWUAN,32.13.27.2006,DAWUAN KIDUL,TIDAK ADA,2019.0,4350
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081003.0,CISAMPIH,32.13.27,DAWUAN,32.13.27.2007,CISAMPIH,TIDAK ADA,2019.0,4351
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081002.0,MARGASARI,32.13.27,DAWUAN,32.13.27.2008,MARGASARI,TIDAK ADA,2019.0,4352
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081010.0,BATUSARI,32.13.27,DAWUAN,32.13.27.2009,BATUSARI,TIDAK ADA,2019.0,4353
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213081.0,DAWUAN,3213081001.0,JAMBELAER,32.13.27,DAWUAN,32.13.27.2010,JAMBELAER,TIDAK ADA,2019.0,4354
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141008.0,MEKARWANGI,32.13.28,PAGADEN BARAT,32.13.28.2001,MEKARWANGI,TIDAK ADA,2019.0,4355
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141007.0,BENDUNGAN,32.13.28,PAGADEN BARAT,32.13.28.2002,BENDUNGAN,TIDAK ADA,2019.0,4356
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141005.0,MUNJUL,32.13.28,PAGADEN BARAT,32.13.28.2003,MUNJUL,TIDAK ADA,2019.0,4357
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141006.0,MARGAHAYU,32.13.28,PAGADEN BARAT,32.13.28.2004,MARGAHAYU,TIDAK ADA,2019.0,4358
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141004.0,PANGSOR,32.13.28,PAGADEN BARAT,32.13.28.2005,PANGSOR,TIDAK ADA,2019.0,4359
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141009.0,SUMURGINTUNG,32.13.28,PAGADEN BARAT,32.13.28.2006,SUMURGINTUNG,TIDAK ADA,2019.0,4360
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141001.0,BALIMBING,32.13.28,PAGADEN BARAT,32.13.28.2007,BALIMBING,TIDAK ADA,2019.0,4361
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141003.0,CIDAHU,32.13.28,PAGADEN BARAT,32.13.28.2008,CIDAHU,TIDAK ADA,2019.0,4362
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213141.0,PAGADEN BARAT,3213141002.0,CIDADAP,32.13.28,PAGADEN BARAT,32.13.28.2009,CIDADAP,TIDAK ADA,2019.0,4363
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213021.0,CIATER,3213021007.0,CISAAT,32.13.29,CIATER,32.13.29.2001,CISAAT,TIDAK ADA,2019.0,4364
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213021.0,CIATER,3213021001.0,CIATER,32.13.29,CIATER,32.13.29.2002,CIATER,TIDAK ADA,2019.0,4365
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213021.0,CIATER,3213021002.0,NAGRAK,32.13.29,CIATER,32.13.29.2003,NAGRAK,TIDAK ADA,2019.0,4366
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213021.0,CIATER,3213021003.0,CIBEUSI,32.13.29,CIATER,32.13.29.2004,CIBEUSI,TIDAK ADA,2019.0,4367
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213021.0,CIATER,3213021004.0,CIBITUNG,32.13.29,CIATER,32.13.29.2005,CIBITUNG,TIDAK ADA,2019.0,4368
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213021.0,CIATER,3213021006.0,PALASARI,32.13.29,CIATER,32.13.29.2006,PALASARI,TIDAK ADA,2019.0,4369
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213021.0,CIATER,3213021005.0,SANCA,32.13.29,CIATER,32.13.29.2007,SANCA,TIDAK ADA,2019.0,4370
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213201.0,PUSAKAJAYA,3213201007.0,KEBONDANAS,32.13.30,PUSAKAJAYA,32.13.30.2001,KEBONDANAS,TIDAK ADA,2019.0,4371
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213201.0,PUSAKAJAYA,3213201008.0,PUSAKAJAYA,32.13.30,PUSAKAJAYA,32.13.30.2002,PUSAKAJAYA,TIDAK ADA,2019.0,4372
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213201.0,PUSAKAJAYA,3213201006.0,KARANGANYAR,32.13.30,PUSAKAJAYA,32.13.30.2003,KARANGANYAR,ADA,2019.0,4373
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213201.0,PUSAKAJAYA,3213201001.0,BOJONGTENGAH,32.13.30,PUSAKAJAYA,32.13.30.2004,BOJONGTENGAH,TIDAK ADA,2019.0,4374
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213201.0,PUSAKAJAYA,3213201002.0,BOJONGJAYA,32.13.30,PUSAKAJAYA,32.13.30.2005,BOJONGJAYA,TIDAK ADA,2019.0,4375
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213201.0,PUSAKAJAYA,3213201003.0,CIGUGUR,32.13.30,PUSAKAJAYA,32.13.30.2006,CIGUGUR,TIDAK ADA,2019.0,4376
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213201.0,PUSAKAJAYA,3213201004.0,CIGUGUR KALER,32.13.30,PUSAKAJAYA,32.13.30.2007,CIGUGUR KALER,TIDAK ADA,2019.0,4377
32.0,JAWA BARAT,3213.0,KABUPATEN SUBANG,3213201.0,PUSAKAJAYA,3213201005.0,RANGDU,32.13.30,PUSAKAJAYA,32.13.30.2008,RANGDU,ADA,2019.0,4378
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214100.0,PURWAKARTA,3214100011.0,CITALANG,32.14.01,PURWAKARTA,32.14.01.2010,CITALANG,TIDAK ADA,2019.0,4379
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110011.0,CAMPAKA,32.14.02,CAMPAKA,32.14.02.2001,CAMPAKA,TIDAK ADA,2019.0,4380
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110012.0,CAMPAKASARI,32.14.02,CAMPAKA,32.14.02.2002,CAMPAKASARI,TIDAK ADA,2019.0,4381
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110010.0,BENTENG,32.14.02,CAMPAKA,32.14.02.2003,BENTENG,TIDAK ADA,2019.0,4382
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110001.0,CIRENDE,32.14.02,CAMPAKA,32.14.02.2004,CIRENDE,TIDAK ADA,2019.0,4383
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110026.0,CIKUMPAY,32.14.02,CAMPAKA,32.14.02.2005,CIKUMPAY,TIDAK ADA,2019.0,4384
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110027.0,CIJAYA,32.14.02,CAMPAKA,32.14.02.2006,CIJAYA,TIDAK ADA,2019.0,4385
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110028.0,KERTAMUKTI,32.14.02,CAMPAKA,32.14.02.2007,KERTAMUKTI,TIDAK ADA,2019.0,4386
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110025.0,CIMAHI,32.14.02,CAMPAKA,32.14.02.2008,CIMAHI,TIDAK ADA,2019.0,4387
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110023.0,CIJUNTI,32.14.02,CAMPAKA,32.14.02.2009,CIJUNTI,TIDAK ADA,2019.0,4388
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214110.0,CAMPAKA,3214110024.0,CISAAT,32.14.02,CAMPAKA,32.14.02.2010,CISAAT,TIDAK ADA,2019.0,4389
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010007.0,CIKAOBANDUNG,32.14.03,JATILUHUR,32.14.03.2001,CIKAOBANDUNG,ADA,2019.0,4390
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010006.0,JATIMEKAR,32.14.03,JATILUHUR,32.14.03.2002,JATIMEKAR,TIDAK ADA,2019.0,4391
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010008.0,JATILUHUR,32.14.03,JATILUHUR,32.14.03.2003,JATILUHUR,TIDAK ADA,2019.0,4392
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010009.0,CILEGONG,32.14.03,JATILUHUR,32.14.03.2004,CILEGONG,TIDAK ADA,2019.0,4393
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010010.0,KEMBANGKUNING,32.14.03,JATILUHUR,32.14.03.2005,KEMBANGKUNING,ADA,2019.0,4394
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010011.0,CIBINONG,32.14.03,JATILUHUR,32.14.03.2006,CIBINONG,TIDAK ADA,2019.0,4395
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010018.0,BUNDER,32.14.03,JATILUHUR,32.14.03.2007,BUNDER,TIDAK ADA,2019.0,4396
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010017.0,MEKARGALIH,32.14.03,JATILUHUR,32.14.03.2008,MEKARGALIH,TIDAK ADA,2019.0,4397
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010016.0,CISALADA,32.14.03,JATILUHUR,32.14.03.2009,CISALADA,TIDAK ADA,2019.0,4398
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214010.0,JATILUHUR,3214010015.0,PARAKANLIMA,32.14.03,JATILUHUR,32.14.03.2010,PARAKANLIMA,TIDAK ADA,2019.0,4399
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040007.0,PLERED,32.14.04,PLERED,32.14.04.2001,PLERED,TIDAK ADA,2019.0,4400
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040005.0,PALINGGIHAN,32.14.04,PLERED,32.14.04.2002,PALINGGIHAN,TIDAK ADA,2019.0,4401
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040004.0,CIBOGOHILIR,32.14.04,PLERED,32.14.04.2003,CIBOGOHILIR,TIDAK ADA,2019.0,4402
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040011.0,LINGGASARI,32.14.04,PLERED,32.14.04.2004,LINGGASARI,TIDAK ADA,2019.0,4403
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040002.0,GANDASOLI,32.14.04,PLERED,32.14.04.2005,GANDASOLI,TIDAK ADA,2019.0,4404
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040009.0,CITEKO,32.14.04,PLERED,32.14.04.2006,CITEKO,TIDAK ADA,2019.0,4405
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040013.0,LIUNGGUNUNG,32.14.04,PLERED,32.14.04.2007,LIUNGGUNUNG,TIDAK ADA,2019.0,4406
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040001.0,RAWASARI,32.14.04,PLERED,32.14.04.2008,RAWASARI,TIDAK ADA,2019.0,4407
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040014.0,ANJUN,32.14.04,PLERED,32.14.04.2009,ANJUN,TIDAK ADA,2019.0,4408
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040008.0,SINDANGSARI,32.14.04,PLERED,32.14.04.2010,SINDANGSARI,TIDAK ADA,2019.0,4409
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040006.0,BABAKANSARI,32.14.04,PLERED,32.14.04.2011,BABAKANSARI,TIDAK ADA,2019.0,4410
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040003.0,GANDAMEKAR,32.14.04,PLERED,32.14.04.2012,GANDAMEKAR,TIDAK ADA,2019.0,4411
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040010.0,CITEKOKALER,32.14.04,PLERED,32.14.04.2013,CITEKOKALER,TIDAK ADA,2019.0,4412
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040012.0,PAMOYANAN,32.14.04,PLERED,32.14.04.2014,PAMOYANAN,TIDAK ADA,2019.0,4413
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040016.0,SEMPUR,32.14.04,PLERED,32.14.04.2015,SEMPUR,TIDAK ADA,2019.0,4414
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214040.0,PLERED,3214040015.0,CIBOGO GIRANG,32.14.04,PLERED,32.14.04.2016,CIBOGO GIRANG,TIDAK ADA,2019.0,4415
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050006.0,SUKATANI,32.14.05,SUKATANI,32.14.05.2001,SUKATANI,TIDAK ADA,2019.0,4416
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050007.0,MALANGNENGAH,32.14.05,SUKATANI,32.14.05.2002,MALANGNENGAH,TIDAK ADA,2019.0,4417
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050008.0,CILALAWI,32.14.05,SUKATANI,32.14.05.2003,CILALAWI,TIDAK ADA,2019.0,4418
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050009.0,SUKAMAJU,32.14.05,SUKATANI,32.14.05.2004,SUKAMAJU,TIDAK ADA,2019.0,4419
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050010.0,CIPICUNG,32.14.05,SUKATANI,32.14.05.2005,CIPICUNG,TIDAK ADA,2019.0,4420
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050005.0,CIANTING UTARA,32.14.05,SUKATANI,32.14.05.2006,CIANTING UTARA,TIDAK ADA,2019.0,4421
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050002.0,CIANTING,32.14.05,SUKATANI,32.14.05.2007,CIANTING,ADA,2019.0,4422
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050003.0,PASIRMUNJUL,32.14.05,SUKATANI,32.14.05.2008,PASIRMUNJUL,TIDAK ADA,2019.0,4423
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050011.0,TAJURSINDANG,32.14.05,SUKATANI,32.14.05.2009,TAJURSINDANG,ADA,2019.0,4424
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050004.0,CIBODAS,32.14.05,SUKATANI,32.14.05.2010,CIBODAS,ADA,2019.0,4425
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050015.0,CIJANTUNG,32.14.05,SUKATANI,32.14.05.2011,CIJANTUNG,TIDAK ADA,2019.0,4426
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050014.0,SUKAJAYA,32.14.05,SUKATANI,32.14.05.2012,SUKAJAYA,TIDAK ADA,2019.0,4427
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050013.0,PANYINDANGAN,32.14.05,SUKATANI,32.14.05.2013,PANYINDANGAN,TIDAK ADA,2019.0,4428
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214050.0,SUKATANI,3214050012.0,SINDANGLAYA,32.14.05,SUKATANI,32.14.05.2014,SINDANGLAYA,TIDAK ADA,2019.0,4429
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060013.0,DARANGDAN,32.14.06,DARANGDAN,32.14.06.2001,DARANGDAN,TIDAK ADA,2019.0,4430
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060007.0,DEPOK,32.14.06,DARANGDAN,32.14.06.2002,DEPOK,TIDAK ADA,2019.0,4431
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060016.0,CILINGGA,32.14.06,DARANGDAN,32.14.06.2003,CILINGGA,TIDAK ADA,2019.0,4432
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060002.0,NANGEWER,32.14.06,DARANGDAN,32.14.06.2004,NANGEWER,TIDAK ADA,2019.0,4433
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060009.0,MEKARSARI,32.14.06,DARANGDAN,32.14.06.2005,MEKARSARI,ADA,2019.0,4434
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060004.0,LINGGARSARI,32.14.06,DARANGDAN,32.14.06.2006,LINGGARSARI,ADA,2019.0,4435
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060005.0,SAWIT,32.14.06,DARANGDAN,32.14.06.2007,SAWIT,TIDAK ADA,2019.0,4436
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060015.0,LINGGAMUKTI,32.14.06,DARANGDAN,32.14.06.2008,LINGGAMUKTI,TIDAK ADA,2019.0,4437
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060012.0,GUNUNGHEJO,32.14.06,DARANGDAN,32.14.06.2009,GUNUNGHEJO,TIDAK ADA,2019.0,4438
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060001.0,PASIRANGIN,32.14.06,DARANGDAN,32.14.06.2010,PASIRANGIN,TIDAK ADA,2019.0,4439
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060008.0,LEGOKSARI,32.14.06,DARANGDAN,32.14.06.2011,LEGOKSARI,TIDAK ADA,2019.0,4440
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060006.0,SIRNAMANAH,32.14.06,DARANGDAN,32.14.06.2012,SIRNAMANAH,TIDAK ADA,2019.0,4441
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060014.0,SADARKARYA,32.14.06,DARANGDAN,32.14.06.2013,SADARKARYA,TIDAK ADA,2019.0,4442
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060003.0,NEGLASARI,32.14.06,DARANGDAN,32.14.06.2014,NEGLASARI,TIDAK ADA,2019.0,4443
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214060.0,DARANGDAN,3214060017.0,NAGRAK,32.14.06,DARANGDAN,32.14.06.2015,NAGRAK,ADA,2019.0,4444
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214020.0,MANIIS,3214020005.0,GUNUNGKARUNG,32.14.07,MANIIS,32.14.07.2001,GUNUNGKARUNG,TIDAK ADA,2019.0,4445
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214020.0,MANIIS,3214020003.0,CITAMIANG,32.14.07,MANIIS,32.14.07.2002,CITAMIANG,TIDAK ADA,2019.0,4446
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214020.0,MANIIS,3214020002.0,SINARGALIH,32.14.07,MANIIS,32.14.07.2003,SINARGALIH,ADA,2019.0,4447
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214020.0,MANIIS,3214020001.0,TEGALDATAR,32.14.07,MANIIS,32.14.07.2004,TEGALDATAR,TIDAK ADA,2019.0,4448
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214020.0,MANIIS,3214020004.0,CIJATI,32.14.07,MANIIS,32.14.07.2005,CIJATI,TIDAK ADA,2019.0,4449
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214020.0,MANIIS,3214020007.0,CIRAMAHILIR,32.14.07,MANIIS,32.14.07.2006,CIRAMAHILIR,TIDAK ADA,2019.0,4450
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214020.0,MANIIS,3214020008.0,SUKAMUKTI,32.14.07,MANIIS,32.14.07.2007,SUKAMUKTI,TIDAK ADA,2019.0,4451
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214020.0,MANIIS,3214020006.0,PASIRJAMBU,32.14.07,MANIIS,32.14.07.2008,PASIRJAMBU,TIDAK ADA,2019.0,4452
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214030.0,TEGALWARU,3214030006.0,BATUTUMPANG,32.14.08,TEGALWARU,32.14.08.2001,BATUTUMPANG,TIDAK ADA,2019.0,4453
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214030.0,TEGALWARU,3214030005.0,CITALANG,32.14.08,TEGALWARU,32.14.08.2002,CITALANG,TIDAK ADA,2019.0,4454
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214030.0,TEGALWARU,3214030007.0,TEGALWARU,32.14.08,TEGALWARU,32.14.08.2003,TEGALWARU,TIDAK ADA,2019.0,4455
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214030.0,TEGALWARU,3214030008.0,TEGALSARI,32.14.08,TEGALWARU,32.14.08.2004,TEGALSARI,TIDAK ADA,2019.0,4456
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214030.0,TEGALWARU,3214030009.0,WARUNGJERUK,32.14.08,TEGALWARU,32.14.08.2005,WARUNGJERUK,TIDAK ADA,2019.0,4457
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214030.0,TEGALWARU,3214030010.0,GALUMPIT,32.14.08,TEGALWARU,32.14.08.2006,GALUMPIT,TIDAK ADA,2019.0,4458
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214030.0,TEGALWARU,3214030001.0,SUKAHAJI,32.14.08,TEGALWARU,32.14.08.2007,SUKAHAJI,TIDAK ADA,2019.0,4459
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214030.0,TEGALWARU,3214030002.0,KAROYA,32.14.08,TEGALWARU,32.14.08.2008,KAROYA,TIDAK ADA,2019.0,4460
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214030.0,TEGALWARU,3214030003.0,CADASSARI,32.14.08,TEGALWARU,32.14.08.2009,CADASSARI,TIDAK ADA,2019.0,4461
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214030.0,TEGALWARU,3214030004.0,CADASMEKAR,32.14.08,TEGALWARU,32.14.08.2010,CADASMEKAR,TIDAK ADA,2019.0,4462
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214030.0,TEGALWARU,3214030011.0,CISARUA,32.14.08,TEGALWARU,32.14.08.2011,CISARUA,TIDAK ADA,2019.0,4463
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214030.0,TEGALWARU,3214030012.0,SUKAMULYA,32.14.08,TEGALWARU,32.14.08.2012,SUKAMULYA,ADA,2019.0,4464
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214030.0,TEGALWARU,3214030013.0,PASANGGRAHAN,32.14.08,TEGALWARU,32.14.08.2013,PASANGGRAHAN,TIDAK ADA,2019.0,4465
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214080.0,WANAYASA,3214080008.0,WANAYASA,32.14.09,WANAYASA,32.14.09.2001,WANAYASA,TIDAK ADA,2019.0,4466
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214080.0,WANAYASA,3214080019.0,SUKADAMI,32.14.09,WANAYASA,32.14.09.2002,SUKADAMI,TIDAK ADA,2019.0,4467
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214080.0,WANAYASA,3214080016.0,WANASARI,32.14.09,WANAYASA,32.14.09.2003,WANASARI,TIDAK ADA,2019.0,4468
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214080.0,WANAYASA,3214080002.0,SIMPANG,32.14.09,WANAYASA,32.14.09.2004,SIMPANG,TIDAK ADA,2019.0,4469
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214080.0,WANAYASA,3214080004.0,NAGROG,32.14.09,WANAYASA,32.14.09.2005,NAGROG,TIDAK ADA,2019.0,4470
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214080.0,WANAYASA,3214080005.0,CIBUNTU,32.14.09,WANAYASA,32.14.09.2006,CIBUNTU,TIDAK ADA,2019.0,4471
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214080.0,WANAYASA,3214080009.0,BABAKAN,32.14.09,WANAYASA,32.14.09.2007,BABAKAN,TIDAK ADA,2019.0,4472
32.0,JAWA BARAT,3214.0,KABUPATEN PURWAKARTA,3214080.0,WANAYASA,3214080001.0,NANGERANG,32.14.09,WANAYASA,32.14.09.2008,NANGERANG,TIDAK ADA,2019.0,4473
