kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,status_pencemaran_air,tahun,id
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216140.0,CABANGBUNGIN,3216140002.0,SINDANGJAYA,32.16.16,CABANGBUNGIN,32.16.16.2004,SINDANGJAYA,TIDAK ADA,2021.0,15607
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216140.0,CABANGBUNGIN,3216140005.0,SETIALAKSANA,32.16.16,CABANGBUNGIN,32.16.16.2005,SETIALAKSANA,TIDAK ADA,2021.0,15608
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216140.0,CABANGBUNGIN,3216140007.0,SETIAJAYA,32.16.16,CABANGBUNGIN,32.16.16.2006,SETIAJAYA,TIDAK ADA,2021.0,15609
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216140.0,CABANGBUNGIN,3216140006.0,LENGGAHJAYA,32.16.16,CABANGBUNGIN,32.16.16.2007,LENGGAHJAYA,TIDAK ADA,2021.0,15610
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216140.0,CABANGBUNGIN,3216140008.0,LENGGAHSARI,32.16.16,CABANGBUNGIN,32.16.16.2008,LENGGAHSARI,TIDAK ADA,2021.0,15611
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216150.0,MUARAGEMBONG,3216150002.0,PANTAI MEKAR,32.16.17,MUARAGEMBONG,32.16.17.2001,PANTAI MEKAR,ADA,2021.0,15612
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216150.0,MUARAGEMBONG,3216150005.0,PANTAI BAHAGIA,32.16.17,MUARAGEMBONG,32.16.17.2002,PANTAI BAHAGIA,TIDAK ADA,2021.0,15613
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216150.0,MUARAGEMBONG,3216150004.0,PANTAI BAKTI,32.16.17,MUARAGEMBONG,32.16.17.2003,PANTAI BAKTI,TIDAK ADA,2021.0,15614
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216150.0,MUARAGEMBONG,3216150001.0,PANTAI HARAPANJAYA,32.16.17,MUARAGEMBONG,32.16.17.2004,PANTAI HARAPANJAYA,TIDAK ADA,2021.0,15615
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216150.0,MUARAGEMBONG,3216150003.0,PANTAI SEDERHANA,32.16.17,MUARAGEMBONG,32.16.17.2005,PANTAI SEDERHANA,TIDAK ADA,2021.0,15616
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216150.0,MUARAGEMBONG,3216150006.0,JAYASAKTI,32.16.17,MUARAGEMBONG,32.16.17.2006,JAYASAKTI,TIDAK ADA,2021.0,15617
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216010.0,SETU,3216010012.0,CIJENGKOL,32.16.18,SETU,32.16.18.2001,CIJENGKOL,TIDAK ADA,2021.0,15618
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216010.0,SETU,3216010013.0,LUBANGBUAYA,32.16.18,SETU,32.16.18.2002,LUBANGBUAYA,TIDAK ADA,2021.0,15619
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216010.0,SETU,3216010007.0,BURANGKENG,32.16.18,SETU,32.16.18.2003,BURANGKENG,TIDAK ADA,2021.0,15620
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216010.0,SETU,3216010008.0,CILEDUG,32.16.18,SETU,32.16.18.2004,CILEDUG,TIDAK ADA,2021.0,15621
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216010.0,SETU,3216010009.0,CIBENING,32.16.18,SETU,32.16.18.2005,CIBENING,TIDAK ADA,2021.0,15622
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216010.0,SETU,3216010005.0,TAMAN SARI,32.16.18,SETU,32.16.18.2006,TAMAN SARI,TIDAK ADA,2021.0,15623
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216010.0,SETU,3216010006.0,TAMAN RAHAYU,32.16.18,SETU,32.16.18.2007,TAMAN RAHAYU,TIDAK ADA,2021.0,15624
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216010.0,SETU,3216010004.0,CIKARAGEMAN,32.16.18,SETU,32.16.18.2008,CIKARAGEMAN,TIDAK ADA,2021.0,15625
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216010.0,SETU,3216010001.0,RAGAMANUNGGAL,32.16.18,SETU,32.16.18.2009,RAGAMANUNGGAL,TIDAK ADA,2021.0,15626
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216010.0,SETU,3216010002.0,MUKTIJAYA,32.16.18,SETU,32.16.18.2010,MUKTIJAYA,TIDAK ADA,2021.0,15627
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216010.0,SETU,3216010003.0,KERTARAHAYU,32.16.18,SETU,32.16.18.2011,KERTARAHAYU,TIDAK ADA,2021.0,15628
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216023.0,CIKARANG SELATAN,3216023006.0,CIBATU,32.16.19,CIKARANG SELATAN,32.16.19.2001,CIBATU,TIDAK ADA,2021.0,15629
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216023.0,CIKARANG SELATAN,3216023001.0,SUKASEJATI,32.16.19,CIKARANG SELATAN,32.16.19.2002,SUKASEJATI,ADA,2021.0,15630
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216023.0,CIKARANG SELATAN,3216023002.0,CIANTRA,32.16.19,CIKARANG SELATAN,32.16.19.2003,CIANTRA,ADA,2021.0,15631
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216023.0,CIKARANG SELATAN,3216023003.0,SUKADAMI,32.16.19,CIKARANG SELATAN,32.16.19.2004,SUKADAMI,TIDAK ADA,2021.0,15632
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216023.0,CIKARANG SELATAN,3216023005.0,SUKARESMI,32.16.19,CIKARANG SELATAN,32.16.19.2005,SUKARESMI,ADA,2021.0,15633
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216023.0,CIKARANG SELATAN,3216023004.0,SERANG,32.16.19,CIKARANG SELATAN,32.16.19.2006,SERANG,TIDAK ADA,2021.0,15634
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216023.0,CIKARANG SELATAN,3216023007.0,PASIRSARI,32.16.19,CIKARANG SELATAN,32.16.19.2007,PASIRSARI,ADA,2021.0,15635
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216022.0,CIKARANG PUSAT,3216022001.0,CICAU,32.16.20,CIKARANG PUSAT,32.16.20.2001,CICAU,ADA,2021.0,15636
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216022.0,CIKARANG PUSAT,3216022002.0,SUKAMAHI,32.16.20,CIKARANG PUSAT,32.16.20.2002,SUKAMAHI,TIDAK ADA,2021.0,15637
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216022.0,CIKARANG PUSAT,3216022003.0,PASIRANJI,32.16.20,CIKARANG PUSAT,32.16.20.2003,PASIRANJI,ADA,2021.0,15638
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216022.0,CIKARANG PUSAT,3216022005.0,HEGARMUKTI,32.16.20,CIKARANG PUSAT,32.16.20.2004,HEGARMUKTI,ADA,2021.0,15639
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216022.0,CIKARANG PUSAT,3216022006.0,JAYAMUKTI,32.16.20,CIKARANG PUSAT,32.16.20.2005,JAYAMUKTI,ADA,2021.0,15640
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216022.0,CIKARANG PUSAT,3216022004.0,PASIRTANJUNG,32.16.20,CIKARANG PUSAT,32.16.20.2006,PASIRTANJUNG,TIDAK ADA,2021.0,15641
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216021.0,SERANG BARU,3216021002.0,SUKARAGAM,32.16.21,SERANG BARU,32.16.21.2001,SUKARAGAM,TIDAK ADA,2021.0,15642
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216021.0,SERANG BARU,3216021003.0,SIRNAJAYA,32.16.21,SERANG BARU,32.16.21.2002,SIRNAJAYA,TIDAK ADA,2021.0,15643
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216021.0,SERANG BARU,3216021007.0,SUKASARI,32.16.21,SERANG BARU,32.16.21.2003,SUKASARI,TIDAK ADA,2021.0,15644
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216021.0,SERANG BARU,3216021001.0,JAYAMULYA,32.16.21,SERANG BARU,32.16.21.2004,JAYAMULYA,TIDAK ADA,2021.0,15645
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216021.0,SERANG BARU,3216021004.0,NAGACIPTA,32.16.21,SERANG BARU,32.16.21.2005,NAGACIPTA,TIDAK ADA,2021.0,15646
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216021.0,SERANG BARU,3216021005.0,NAGASARI,32.16.21,SERANG BARU,32.16.21.2006,NAGASARI,TIDAK ADA,2021.0,15647
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216021.0,SERANG BARU,3216021006.0,CILANGKARA,32.16.21,SERANG BARU,32.16.21.2007,CILANGKARA,TIDAK ADA,2021.0,15648
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216021.0,SERANG BARU,3216021008.0,JAYASAMPURNA,32.16.21,SERANG BARU,32.16.21.2008,JAYASAMPURNA,TIDAK ADA,2021.0,15649
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216030.0,CIBARUSAH,3216030005.0,SIRNAJAYA,32.16.22,CIBARUSAH,32.16.22.2001,SIRNAJAYA,TIDAK ADA,2021.0,15650
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216030.0,CIBARUSAH,3216030006.0,RIDOGALIH,32.16.22,CIBARUSAH,32.16.22.2002,RIDOGALIH,TIDAK ADA,2021.0,15651
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216030.0,CIBARUSAH,3216030007.0,RIDOMANAH,32.16.22,CIBARUSAH,32.16.22.2003,RIDOMANAH,TIDAK ADA,2021.0,15652
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216030.0,CIBARUSAH,3216030004.0,WIBAWAMULYA,32.16.22,CIBARUSAH,32.16.22.2004,WIBAWAMULYA,TIDAK ADA,2021.0,15653
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216030.0,CIBARUSAH,3216030002.0,CIBARUSAH KOTA,32.16.22,CIBARUSAH,32.16.22.2005,CIBARUSAH KOTA,TIDAK ADA,2021.0,15654
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216030.0,CIBARUSAH,3216030001.0,CIBARUSAH JAYA,32.16.22,CIBARUSAH,32.16.22.2006,CIBARUSAH JAYA,TIDAK ADA,2021.0,15655
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216030.0,CIBARUSAH,3216030003.0,SINDANGMULYA,32.16.22,CIBARUSAH,32.16.22.2007,SINDANGMULYA,TIDAK ADA,2021.0,15656
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216031.0,BOJONGMANGU,3216031002.0,KARANGMULYA,32.16.23,BOJONGMANGU,32.16.23.2001,KARANGMULYA,TIDAK ADA,2021.0,15657
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216031.0,BOJONGMANGU,3216031001.0,KARANGINDAH,32.16.23,BOJONGMANGU,32.16.23.2002,KARANGINDAH,TIDAK ADA,2021.0,15658
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216031.0,BOJONGMANGU,3216031003.0,BOJONGMANGU,32.16.23,BOJONGMANGU,32.16.23.2003,BOJONGMANGU,TIDAK ADA,2021.0,15659
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216031.0,BOJONGMANGU,3216031006.0,SUKABUNGAH,32.16.23,BOJONGMANGU,32.16.23.2004,SUKABUNGAH,TIDAK ADA,2021.0,15660
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216031.0,BOJONGMANGU,3216031005.0,SUKAMUKTI,32.16.23,BOJONGMANGU,32.16.23.2005,SUKAMUKTI,TIDAK ADA,2021.0,15661
32.0,JAWA BARAT,3216.0,KABUPATEN BEKASI,3216031.0,BOJONGMANGU,3216031004.0,MEDALKRISNA,32.16.23,BOJONGMANGU,32.16.23.2006,MEDALKRISNA,TIDAK ADA,2021.0,15662
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217120.0,LEMBANG,3217120003.0,PAGERWANGI,32.17.01,LEMBANG,32.17.01.2001,PAGERWANGI,TIDAK ADA,2021.0,15663
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217120.0,LEMBANG,3217120006.0,KAYUAMBON,32.17.01,LEMBANG,32.17.01.2002,KAYUAMBON,TIDAK ADA,2021.0,15664
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217120.0,LEMBANG,3217120007.0,LEMBANG,32.17.01,LEMBANG,32.17.01.2003,LEMBANG,TIDAK ADA,2021.0,15665
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217120.0,LEMBANG,3217120013.0,CIKIDANG,32.17.01,LEMBANG,32.17.01.2004,CIKIDANG,ADA,2021.0,15666
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217120.0,LEMBANG,3217120008.0,CIKAHURIPAN,32.17.01,LEMBANG,32.17.01.2005,CIKAHURIPAN,TIDAK ADA,2021.0,15667
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217120.0,LEMBANG,3217120012.0,CIKOLE,32.17.01,LEMBANG,32.17.01.2006,CIKOLE,ADA,2021.0,15668
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217120.0,LEMBANG,3217120001.0,GUDANGKAHURIPAN,32.17.01,LEMBANG,32.17.01.2007,GUDANGKAHURIPAN,TIDAK ADA,2021.0,15669
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217120.0,LEMBANG,3217120010.0,JAYAGIRI,32.17.01,LEMBANG,32.17.01.2008,JAYAGIRI,TIDAK ADA,2021.0,15670
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217120.0,LEMBANG,3217120015.0,CIBODAS,32.17.01,LEMBANG,32.17.01.2009,CIBODAS,TIDAK ADA,2021.0,15671
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217120.0,LEMBANG,3217120005.0,LANGENSARI,32.17.01,LEMBANG,32.17.01.2010,LANGENSARI,TIDAK ADA,2021.0,15672
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217120.0,LEMBANG,3217120004.0,MEKARWANGI,32.17.01,LEMBANG,32.17.01.2011,MEKARWANGI,TIDAK ADA,2021.0,15673
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217120.0,LEMBANG,3217120011.0,CIBOGO,32.17.01,LEMBANG,32.17.01.2012,CIBOGO,TIDAK ADA,2021.0,15674
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217120.0,LEMBANG,3217120009.0,SUKAJAYA,32.17.01,LEMBANG,32.17.01.2013,SUKAJAYA,TIDAK ADA,2021.0,15675
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217120.0,LEMBANG,3217120016.0,SUNTENJAYA,32.17.01,LEMBANG,32.17.01.2014,SUNTENJAYA,TIDAK ADA,2021.0,15676
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217120.0,LEMBANG,3217120014.0,WANGUNHARJA,32.17.01,LEMBANG,32.17.01.2015,WANGUNHARJA,TIDAK ADA,2021.0,15677
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217120.0,LEMBANG,3217120002.0,WANGUNSARI,32.17.01,LEMBANG,32.17.01.2016,WANGUNSARI,TIDAK ADA,2021.0,15678
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217110.0,PARONGPONG,3217110007.0,KARYAWANGI,32.17.02,PARONGPONG,32.17.02.2001,KARYAWANGI,TIDAK ADA,2021.0,15679
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217110.0,PARONGPONG,3217110005.0,CIHANJUANG,32.17.02,PARONGPONG,32.17.02.2002,CIHANJUANG,TIDAK ADA,2021.0,15680
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217110.0,PARONGPONG,3217110006.0,CIHANJUANGRAHAYU,32.17.02,PARONGPONG,32.17.02.2003,CIHANJUANGRAHAYU,TIDAK ADA,2021.0,15681
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217110.0,PARONGPONG,3217110002.0,CIHIDEUNG,32.17.02,PARONGPONG,32.17.02.2004,CIHIDEUNG,ADA,2021.0,15682
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217110.0,PARONGPONG,3217110001.0,CIWARUGA,32.17.02,PARONGPONG,32.17.02.2005,CIWARUGA,TIDAK ADA,2021.0,15683
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217110.0,PARONGPONG,3217110003.0,CIGUGURGIRANG,32.17.02,PARONGPONG,32.17.02.2006,CIGUGURGIRANG,TIDAK ADA,2021.0,15684
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217110.0,PARONGPONG,3217110004.0,SARIWANGI,32.17.02,PARONGPONG,32.17.02.2007,SARIWANGI,ADA,2021.0,15685
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217130.0,CISARUA,3217130002.0,JAMBUDIPA,32.17.03,CISARUA,32.17.03.2001,JAMBUDIPA,TIDAK ADA,2021.0,15686
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217130.0,CISARUA,3217130003.0,PADAASIH,32.17.03,CISARUA,32.17.03.2002,PADAASIH,TIDAK ADA,2021.0,15687
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217130.0,CISARUA,3217130001.0,PASIRHALANG,32.17.03,CISARUA,32.17.03.2003,PASIRHALANG,TIDAK ADA,2021.0,15688
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217130.0,CISARUA,3217130006.0,PASIRLANGU,32.17.03,CISARUA,32.17.03.2004,PASIRLANGU,TIDAK ADA,2021.0,15689
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217130.0,CISARUA,3217130007.0,CIPADA,32.17.03,CISARUA,32.17.03.2005,CIPADA,TIDAK ADA,2021.0,15690
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217130.0,CISARUA,3217130004.0,KERTAWANGI,32.17.03,CISARUA,32.17.03.2006,KERTAWANGI,TIDAK ADA,2021.0,15691
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217130.0,CISARUA,3217130005.0,TUGUMUKTI,32.17.03,CISARUA,32.17.03.2007,TUGUMUKTI,TIDAK ADA,2021.0,15692
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217130.0,CISARUA,3217130008.0,SADANGMEKAR,32.17.03,CISARUA,32.17.03.2008,SADANGMEKAR,TIDAK ADA,2021.0,15693
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217140.0,CIKALONGWETAN,3217140007.0,CIPTAGUMATI,32.17.04,CIKALONGWETAN,32.17.04.2001,CIPTAGUMATI,TIDAK ADA,2021.0,15694
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217140.0,CIKALONGWETAN,3217140008.0,CIKALONG,32.17.04,CIKALONGWETAN,32.17.04.2002,CIKALONG,TIDAK ADA,2021.0,15695
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217140.0,CIKALONGWETAN,3217140004.0,CIPADA,32.17.04,CIKALONGWETAN,32.17.04.2003,CIPADA,TIDAK ADA,2021.0,15696
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217140.0,CIKALONGWETAN,3217140012.0,CISOMANGBARAT,32.17.04,CIKALONGWETAN,32.17.04.2004,CISOMANGBARAT,TIDAK ADA,2021.0,15697
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217140.0,CIKALONGWETAN,3217140005.0,GANJARSARI,32.17.04,CIKALONGWETAN,32.17.04.2005,GANJARSARI,TIDAK ADA,2021.0,15698
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217140.0,CIKALONGWETAN,3217140001.0,KANANGASARI,32.17.04,CIKALONGWETAN,32.17.04.2006,KANANGASARI,TIDAK ADA,2021.0,15699
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217140.0,CIKALONGWETAN,3217140002.0,MANDALASARI,32.17.04,CIKALONGWETAN,32.17.04.2007,MANDALASARI,TIDAK ADA,2021.0,15700
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217140.0,CIKALONGWETAN,3217140006.0,MANDALAMUKTI,32.17.04,CIKALONGWETAN,32.17.04.2008,MANDALAMUKTI,TIDAK ADA,2021.0,15701
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217140.0,CIKALONGWETAN,3217140003.0,MEKARJAYA,32.17.04,CIKALONGWETAN,32.17.04.2009,MEKARJAYA,TIDAK ADA,2021.0,15702
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217140.0,CIKALONGWETAN,3217140010.0,PUTERAN,32.17.04,CIKALONGWETAN,32.17.04.2010,PUTERAN,ADA,2021.0,15703
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217140.0,CIKALONGWETAN,3217140009.0,RENDE,32.17.04,CIKALONGWETAN,32.17.04.2011,RENDE,TIDAK ADA,2021.0,15704
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217140.0,CIKALONGWETAN,3217140011.0,TENJOLAUT,32.17.04,CIKALONGWETAN,32.17.04.2012,TENJOLAUT,TIDAK ADA,2021.0,15705
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217140.0,CIKALONGWETAN,3217140013.0,WANGUNJAYA,32.17.04,CIKALONGWETAN,32.17.04.2013,WANGUNJAYA,TIDAK ADA,2021.0,15706
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217150.0,CIPEUNDEUY,3217150007.0,CIPEUNDEUY,32.17.05,CIPEUNDEUY,32.17.05.2001,CIPEUNDEUY,ADA,2021.0,15707
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217150.0,CIPEUNDEUY,3217150010.0,CIHARASHAS,32.17.05,CIPEUNDEUY,32.17.05.2002,CIHARASHAS,ADA,2021.0,15708
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217150.0,CIPEUNDEUY,3217150005.0,BOJONGMEKAR,32.17.05,CIPEUNDEUY,32.17.05.2003,BOJONGMEKAR,TIDAK ADA,2021.0,15709
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217150.0,CIPEUNDEUY,3217150012.0,CIROYOM,32.17.05,CIPEUNDEUY,32.17.05.2004,CIROYOM,TIDAK ADA,2021.0,15710
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217150.0,CIPEUNDEUY,3217150004.0,JATIMEKAR,32.17.05,CIPEUNDEUY,32.17.05.2005,JATIMEKAR,TIDAK ADA,2021.0,15711
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217150.0,CIPEUNDEUY,3217150008.0,MARGALAKSANA,32.17.05,CIPEUNDEUY,32.17.05.2006,MARGALAKSANA,TIDAK ADA,2021.0,15712
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217150.0,CIPEUNDEUY,3217150001.0,MARGALUYU,32.17.05,CIPEUNDEUY,32.17.05.2007,MARGALUYU,TIDAK ADA,2021.0,15713
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217150.0,CIPEUNDEUY,3217150002.0,NANGGELENG,32.17.05,CIPEUNDEUY,32.17.05.2008,NANGGELENG,TIDAK ADA,2021.0,15714
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217150.0,CIPEUNDEUY,3217150006.0,NYENANG,32.17.05,CIPEUNDEUY,32.17.05.2009,NYENANG,TIDAK ADA,2021.0,15715
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217150.0,CIPEUNDEUY,3217150003.0,SIRNARAJA,32.17.05,CIPEUNDEUY,32.17.05.2010,SIRNARAJA,TIDAK ADA,2021.0,15716
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217150.0,CIPEUNDEUY,3217150011.0,SIRNAGALIH,32.17.05,CIPEUNDEUY,32.17.05.2011,SIRNAGALIH,TIDAK ADA,2021.0,15717
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217150.0,CIPEUNDEUY,3217150009.0,SUKAHAJI,32.17.05,CIPEUNDEUY,32.17.05.2012,SUKAHAJI,TIDAK ADA,2021.0,15718
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217100.0,NGAMPRAH,3217100008.0,NGAMPRAH,32.17.06,NGAMPRAH,32.17.06.2001,NGAMPRAH,TIDAK ADA,2021.0,15719
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217100.0,NGAMPRAH,3217100001.0,CIMAREME,32.17.06,NGAMPRAH,32.17.06.2002,CIMAREME,TIDAK ADA,2021.0,15720
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217100.0,NGAMPRAH,3217100005.0,CILAME,32.17.06,NGAMPRAH,32.17.06.2003,CILAME,TIDAK ADA,2021.0,15721
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217100.0,NGAMPRAH,3217100003.0,TANIMULYA,32.17.06,NGAMPRAH,32.17.06.2004,TANIMULYA,TIDAK ADA,2021.0,15722
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217100.0,NGAMPRAH,3217100010.0,CIMANGGU,32.17.06,NGAMPRAH,32.17.06.2005,CIMANGGU,TIDAK ADA,2021.0,15723
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217100.0,NGAMPRAH,3217100011.0,BOJONGKONENG,32.17.06,NGAMPRAH,32.17.06.2006,BOJONGKONENG,TIDAK ADA,2021.0,15724
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217100.0,NGAMPRAH,3217100006.0,MARGAJAYA,32.17.06,NGAMPRAH,32.17.06.2007,MARGAJAYA,TIDAK ADA,2021.0,15725
32.0,JAWA BARAT,3217.0,KABUPATEN BANDUNG BARAT,3217100.0,NGAMPRAH,3217100007.0,MEKARSARI,32.17.06,NGAMPRAH,32.17.06.2008,MEKARSARI,TIDAK ADA,2021.0,15726
